gene_id	external_gene_name	entrezgene
ENSG00000204264	PSMB8	5696
ENSG00000168394	TAP1	6890
ENSG00000205336	ADGRG1	9289
ENSG00000003393	ALS2	57679
ENSG00000117724	CENPF	1063
ENSG00000196199	MPHOSPH8	54737
ENSG00000224398	CSNK2B	1460
ENSG00000198113	TOR4A	54863
ENSG00000080503	SMARCA2	6595
ENSG00000173575	CHD2	1106
ENSG00000056050	HPF1	54969
ENSG00000105518	TMEM205	374882
ENSG00000177917	ARL6IP6	151188
ENSG00000105137	SYDE1	85360
ENSG00000215021	PHB2	11331
ENSG00000124749	COL21A1	81578
ENSG00000070018	LRP6	4040
ENSG00000111581	NUP107	57122
ENSG00000174705	SH3PXD2B	285590
ENSG00000196504	PRPF40A	55660
ENSG00000167112	TRUB2	26995
ENSG00000124422	USP22	23326
ENSG00000104870	FCGRT	2217
ENSG00000142892	PIGK	10026
ENSG00000117069	ST6GALNAC5	81849
ENSG00000037757	MRI1	84245
ENSG00000111540	RAB5B	5869
ENSG00000149554	CHEK1	1111
ENSG00000128585	MKLN1	4289
ENSG00000105879	CBLL1	79872
ENSG00000198380	GFPT1	2673
ENSG00000132825	PPP1R3D	5509
ENSG00000105357	MYH14	79784
ENSG00000178585	CTNNBIP1	56998
ENSG00000164904	ALDH7A1	501
ENSG00000227057	WDR46	9277
ENSG00000164715	LMTK2	22853
ENSG00000103187	COTL1	23406
ENSG00000058085	LAMC2	3918
ENSG00000124571	XPO5	57510
ENSG00000145743	FBXL17	64839
ENSG00000204231	RXRB	6257
ENSG00000176919	C8G	733
ENSG00000123908	AGO2	27161
ENSG00000112699	GMDS	2762
ENSG00000198157	HMGN5	79366
ENSG00000122643	NT5C3A	51251
ENSG00000139620	KANSL2	54934
ENSG00000169905	TOR1AIP2	163590
ENSG00000237763	AMY1A	276
ENSG00000135932	CAB39	51719
ENSG00000085998	POMGNT1	55624
ENSG00000123066	MED13L	23389
ENSG00000116199	FAM20B	9917
ENSG00000133265	HSPBP1	23640
ENSG00000158716	DUSP23	54935
ENSG00000148841	ITPRIP	85450
ENSG00000090060	PAPOLA	10914
ENSG00000117543	DPH5	51611
ENSG00000161203	AP2M1	1173
ENSG00000143418	CERS2	29956
ENSG00000161204	ABCF3	55324
ENSG00000137265	IRF4	3662
ENSG00000096060	FKBP5	2289
ENSG00000160883	HK3	3101
ENSG00000143633	C1orf131	128061
ENSG00000163017	ACTG2	72
ENSG00000227357	HLA-DRB4	3126
ENSG00000104973	MED25	81857
ENSG00000146433	TMEM181	57583
ENSG00000234794	HLA-DRA	3122
ENSG00000083857	FAT1	2195
ENSG00000188529	SRSF10	10772
ENSG00000213341	CHUK	1147
ENSG00000064042	LIMCH1	22998
ENSG00000265808	SEC22B	9554
ENSG00000265808	SEC22B	100996517
ENSG00000265808	SEC22B	100996716
ENSG00000134590	RTL8C	8933
ENSG00000206412	GNL1	2794
ENSG00000136243	NUPL2	11097
ENSG00000226060	TRIM26	7726
ENSG00000163714	U2SURP	23350
ENSG00000111875	ASF1A	25842
ENSG00000106546	AHR	196
ENSG00000144724	PTPRG	5793
ENSG00000149313	AASDHPPT	60496
ENSG00000125648	SLC25A23	79085
ENSG00000197249	SERPINA1	5265
ENSG00000044446	PHKA2	5256
ENSG00000135924	DNAJB2	3300
ENSG00000155636	RBM45	129831
ENSG00000184677	ZBTB40	9923
ENSG00000164047	CAMP	820
ENSG00000120265	PCMT1	5110
ENSG00000108219	TSPAN14	81619
ENSG00000149499	EML3	256364
ENSG00000173542	MOB1B	92597
ENSG00000110619	CARS	833
ENSG00000104408	EIF3E	3646
ENSG00000127948	POR	5447
ENSG00000131023	LATS1	9113
ENSG00000153914	SREK1	140890
ENSG00000162434	JAK1	3716
ENSG00000077420	APBB1IP	54518
ENSG00000102699	PARP4	143
ENSG00000130038	CRACR2A	84766
ENSG00000149503	INCENP	3619
ENSG00000140396	NCOA2	10499
ENSG00000172172	MRPL13	28998
ENSG00000144566	RAB5A	5868
ENSG00000273574	LENG9	94059
ENSG00000166889	PATL1	219988
ENSG00000108557	RAI1	10743
ENSG00000136478	TEX2	55852
ENSG00000234078	DDR1	780
ENSG00000214309	MBLAC1	255374
ENSG00000108883	EFTUD2	9343
ENSG00000149187	CELF1	10658
ENSG00000089820	ARHGAP4	393
ENSG00000135052	GOLM1	51280
ENSG00000103363	ELOB	6923
ENSG00000174483	BBS1	582
ENSG00000048649	RSF1	51773
ENSG00000155961	RAB39B	116442
ENSG00000105185	PDCD5	9141
ENSG00000122547	EEPD1	80820
ENSG00000128789	PSMG2	56984
ENSG00000100425	BRD1	23774
ENSG00000124406	ATP8A1	10396
ENSG00000101811	CSTF2	1478
ENSG00000021355	SERPINB1	1992
ENSG00000224143	EHMT2	10919
ENSG00000115183	TANC1	85461
ENSG00000007202	KIAA0100	9703
ENSG00000115524	SF3B1	23451
ENSG00000070087	PFN2	5217
ENSG00000148356	LRSAM1	90678
ENSG00000231321	RXRB	6257
ENSG00000131475	VPS25	84313
ENSG00000167842	MIS12	79003
ENSG00000071082	RPL31	6160
ENSG00000159212	CLIC6	54102
ENSG00000128335	APOL2	23780
ENSG00000153815	CMIP	80790
ENSG00000003400	CASP10	843
ENSG00000137628	DDX60	55601
ENSG00000128915	ICE2	79664
ENSG00000115339	GALNT3	2591
ENSG00000136848	DAB2IP	153090
ENSG00000115808	STRN	6801
ENSG00000164190	NIPBL	25836
ENSG00000159322	ADPGK	83440
ENSG00000165487	MICU2	221154
ENSG00000182890	GLUD2	2747
ENSG00000225998	LSM2	57819
ENSG00000114988	LMAN2L	81562
ENSG00000131620	ANO1	55107
ENSG00000086065	CHMP5	51510
ENSG00000057593	F7	2155
ENSG00000154654	NCAM2	4685
ENSG00000140678	ITGAX	3687
ENSG00000100321	SYNGR1	9145
ENSG00000275066	SYNRG	11276
ENSG00000149930	TAOK2	9344
ENSG00000198964	SGMS1	259230
ENSG00000138688	KIAA1109	84162
ENSG00000114744	COMMD2	51122
ENSG00000168872	DDX19A	55308
ENSG00000178538	CA8	767
ENSG00000196208	GREB1	9687
ENSG00000186652	PRG2	5553
ENSG00000018408	WWTR1	25937
ENSG00000134802	SLC43A3	29015
ENSG00000164830	OXR1	55074
ENSG00000196968	FUT11	170384
ENSG00000244734	HBB	3043
ENSG00000064651	SLC12A2	6558
ENSG00000176986	SEC24C	9632
ENSG00000158435	CNOT11	55571
ENSG00000043143	JADE2	23338
ENSG00000099812	MISP	126353
ENSG00000161654	LSM12	124801
ENSG00000137814	HAUS2	55142
ENSG00000134463	ECHDC3	79746
ENSG00000155876	RRAGA	10670
ENSG00000104731	KLHDC4	54758
ENSG00000227333	EHMT2	10919
ENSG00000080608	PUM3	9933
ENSG00000180340	FZD2	2535
ENSG00000102804	TSC22D1	8848
ENSG00000261052	SULT1A3	6818
ENSG00000101654	RNMT	8731
ENSG00000088682	COQ9	57017
ENSG00000172053	QARS	5859
ENSG00000183576	SETD3	84193
ENSG00000135108	FBXO21	23014
ENSG00000135951	TSGA10	80705
ENSG00000279643	TAMM41	132001
ENSG00000181234	TMEM132C	92293
ENSG00000092295	TGM1	7051
ENSG00000101160	CTSZ	1522
ENSG00000214160	ALG3	10195
ENSG00000125352	RNF113A	7737
ENSG00000116761	CTH	1491
ENSG00000285053	TBCE	6905
ENSG00000122642	FKBP9	11328
ENSG00000105171	POP4	10775
ENSG00000106683	LIMK1	3984
ENSG00000114956	DGUOK	1716
ENSG00000110697	PITPNM1	9600
ENSG00000146457	WTAP	9589
ENSG00000104626	ERI1	90459
ENSG00000106484	MEST	4232
ENSG00000205730	ITPRIPL2	162073
ENSG00000196636	SDHAF3	57001
ENSG00000168275	COA6	388753
ENSG00000072042	RDH11	51109
ENSG00000107104	KANK1	23189
ENSG00000158623	COPG2	26958
ENSG00000100568	VTI1B	10490
ENSG00000125351	UPF3B	65109
ENSG00000111602	TIMELESS	8914
ENSG00000118785	SPP1	6696
ENSG00000135299	ANKRD6	22881
ENSG00000109270	LAMTOR3	8649
ENSG00000128973	CLN6	54982
ENSG00000078061	ARAF	369
ENSG00000100429	HDAC10	83933
ENSG00000172817	CYP7B1	9420
ENSG00000167671	UBXN6	80700
ENSG00000206305	HLA-DQA1	3117
ENSG00000112655	PTK7	5754
ENSG00000167670	CHAF1A	10036
ENSG00000022556	NLRP2	55655
ENSG00000168477	TNXB	7148
ENSG00000183023	SLC8A1	6546
ENSG00000115350	POLE4	56655
ENSG00000163125	RPRD2	23248
ENSG00000086232	EIF2AK1	27102
ENSG00000206306	HLA-DRB1	3123
ENSG00000206306	HLA-DRB1	105369230
ENSG00000150347	ARID5B	84159
ENSG00000134243	SORT1	6272
ENSG00000183527	PSMG1	8624
ENSG00000060762	MPC1	51660
ENSG00000117360	PRPF3	9129
ENSG00000171723	GPHN	10243
ENSG00000172725	CORO1B	57175
ENSG00000226882	GNL1	2794
ENSG00000278619	MRM1	79922
ENSG00000214022	REPIN1	29803
ENSG00000109534	GAR1	54433
ENSG00000007392	LUC7L	55692
ENSG00000105085	MED26	9441
ENSG00000184445	KNTC1	9735
ENSG00000100393	EP300	2033
ENSG00000231737	PPP1R10	5514
ENSG00000147050	KDM6A	7403
ENSG00000115091	ACTR3	10096
ENSG00000176055	MBLAC2	153364
ENSG00000205420	KRT6A	3853
ENSG00000038274	MAT2B	27430
ENSG00000004776	HSPB6	126393
ENSG00000170312	CDK1	983
ENSG00000204359	CFB	629
ENSG00000165714	BORCS5	118426
ENSG00000182154	MRPL41	64975
ENSG00000101843	PSMD10	5716
ENSG00000073169	SELENOO	83642
ENSG00000142634	EFHD2	79180
ENSG00000204071	TCEAL6	158931
ENSG00000171132	PRKCE	5581
ENSG00000231129	ABCF1	23
ENSG00000113649	TCERG1	10915
ENSG00000074071	MRPS34	65993
ENSG00000180902	D2HGDH	728294
ENSG00000234809	NRM	11270
ENSG00000167118	URM1	81605
ENSG00000139133	ALG10	84920
ENSG00000109189	USP46	64854
ENSG00000164219	PGGT1B	5229
ENSG00000172531	PPP1CA	5499
ENSG00000123500	COL10A1	1300
ENSG00000055208	TAB2	23118
ENSG00000143493	INTS7	25896
ENSG00000102401	ARMCX3	51566
ENSG00000100852	ARHGAP5	394
ENSG00000139977	NAA30	122830
ENSG00000180611	MB21D2	151963
ENSG00000117640	MTFR1L	56181
ENSG00000196586	MYO6	4646
ENSG00000121864	ZNF639	51193
ENSG00000176476	SGF29	112869
ENSG00000138398	PPIG	9360
ENSG00000109184	DCUN1D4	23142
ENSG00000145912	NHP2	55651
ENSG00000234046	TRIM26	7726
ENSG00000166347	CYB5A	1528
ENSG00000185269	NOTUM	147111
ENSG00000156256	USP16	10600
ENSG00000112759	SLC29A1	2030
ENSG00000166788	SAAL1	113174
ENSG00000099998	GGT5	2687
ENSG00000167613	LAIR1	3903
ENSG00000123095	BHLHE41	79365
ENSG00000087299	L2HGDH	79944
ENSG00000123104	ITPR2	3709
ENSG00000236884	HLA-DRB1	3123
ENSG00000236884	HLA-DRB1	105369230
ENSG00000148735	PLEKHS1	79949
ENSG00000102531	FNDC3A	22862
ENSG00000233450	KIFC1	3833
ENSG00000214530	STARD10	10809
ENSG00000132963	POMP	51371
ENSG00000164506	STXBP5	134957
ENSG00000277443	MARCKS	4082
ENSG00000125753	VASP	7408
ENSG00000104177	MYEF2	50804
ENSG00000114857	NKTR	4820
ENSG00000100281	HMGXB4	10042
ENSG00000015133	CCDC88C	440193
ENSG00000172731	LRRC20	55222
ENSG00000125375	ATP5S	27109
ENSG00000141934	PLPP2	8612
ENSG00000126945	HNRNPH2	3188
ENSG00000241343	RPL36A	6173
ENSG00000133800	LYVE1	10894
ENSG00000145882	PCYOX1L	78991
ENSG00000138002	IFT172	26160
ENSG00000084636	COL16A1	1307
ENSG00000226589	VARS	7407
ENSG00000137312	FLOT1	10211
ENSG00000054118	THRAP3	9967
ENSG00000072952	MRVI1	10335
ENSG00000102393	GLA	2717
ENSG00000126070	AGO3	192669
ENSG00000162522	KIAA1522	57648
ENSG00000104805	NUCB1	4924
ENSG00000184432	COPB2	9276
ENSG00000213626	LBH	81606
ENSG00000140575	IQGAP1	8826
ENSG00000166133	RPUSD2	27079
ENSG00000162390	ACOT11	26027
ENSG00000103202	NME4	4833
ENSG00000163932	PRKCD	5580
ENSG00000117174	ZNHIT6	54680
ENSG00000186635	ARAP1	116985
ENSG00000134339	SAA2	6289
ENSG00000123600	METTL8	79828
ENSG00000077522	ACTN2	88
ENSG00000105173	CCNE1	898
ENSG00000112367	FIG4	9896
ENSG00000167632	TRAPPC9	83696
ENSG00000171202	TMEM126A	84233
ENSG00000205581	HMGN1	3150
ENSG00000111450	STX2	2054
ENSG00000168077	SCARA3	51435
ENSG00000099341	PSMD8	5714
ENSG00000224748	TAP1	6890
ENSG00000076108	BAZ2A	11176
ENSG00000133704	IPO8	10526
ENSG00000106682	EIF4H	7458
ENSG00000127483	HP1BP3	50809
ENSG00000169228	RAB24	53917
ENSG00000112874	NUDT12	83594
ENSG00000070669	ASNS	440
ENSG00000124275	MTRR	4552
ENSG00000085552	IGSF9	57549
ENSG00000196924	FLNA	2316
ENSG00000168497	CAVIN2	8436
ENSG00000136824	SMC2	10592
ENSG00000112214	FHL5	9457
ENSG00000115839	RAB3GAP1	22930
ENSG00000112110	MRPL18	29074
ENSG00000121988	ZRANB3	84083
ENSG00000171604	CXXC5	51523
ENSG00000211455	STK38L	23012
ENSG00000115956	PLEK	5341
ENSG00000184110	EIF3C	8663
ENSG00000179562	GCC1	79571
ENSG00000198682	PAPSS2	9060
ENSG00000183291	SELENOF	9403
ENSG00000185359	HGS	9146
ENSG00000108828	VAT1	10493
ENSG00000115085	ZAP70	7535
ENSG00000137878	GCOM1	145781
ENSG00000120820	GLT8D2	83468
ENSG00000204120	GIGYF2	26058
ENSG00000160796	NBEAL2	23218
ENSG00000160799	CCDC12	151903
ENSG00000170681	CAVIN4	347273
ENSG00000062598	ELMO2	63916
ENSG00000100567	PSMA3	5684
ENSG00000136643	RPS6KC1	26750
ENSG00000164342	TLR3	7098
ENSG00000178425	NT5DC1	221294
ENSG00000138385	SSB	6741
ENSG00000103148	NPRL3	8131
ENSG00000183087	GAS6	2621
ENSG00000162231	NXF1	10482
ENSG00000090006	LTBP4	8425
ENSG00000126878	AIF1L	83543
ENSG00000155506	LARP1	23367
ENSG00000175309	PHYKPL	85007
ENSG00000171812	COL8A2	1296
ENSG00000034713	GABARAPL2	11345
ENSG00000278259	MYO19	80179
ENSG00000107679	PLEKHA1	59338
ENSG00000275911	NDE1	54820
ENSG00000119638	NEK9	91754
ENSG00000196352	CD55	1604
ENSG00000112769	LAMA4	3910
ENSG00000138180	CEP55	55165
ENSG00000180667	YOD1	55432
ENSG00000131043	AAR2	25980
ENSG00000182979	MTA1	9112
ENSG00000166923	GREM1	26585
ENSG00000198336	MYL4	4635
ENSG00000131471	AOC3	8639
ENSG00000117280	RAB29	8934
ENSG00000196663	TECPR2	9895
ENSG00000104881	PPP1R13L	10848
ENSG00000062650	WAPL	23063
ENSG00000130707	ASS1	445
ENSG00000130294	KIF1A	547
ENSG00000153132	CLGN	1047
ENSG00000275885	PRPF31	26121
ENSG00000100889	PCK2	5106
ENSG00000122694	GLIPR2	152007
ENSG00000137478	FCHSD2	9873
ENSG00000043093	DCUN1D1	54165
ENSG00000198898	CAPZA2	830
ENSG00000152520	PAN3	255967
ENSG00000229341	TNXB	7148
ENSG00000197409	HIST1H3D	8351
ENSG00000163283	ALPP	250
ENSG00000165525	NEMF	9147
ENSG00000115694	STK25	10494
ENSG00000093010	COMT	1312
ENSG00000167302	TEPSIN	146705
ENSG00000153561	RMND5A	64795
ENSG00000132507	EIF5A	1984
ENSG00000122406	RPL5	6125
ENSG00000161048	NAPEPLD	222236
ENSG00000186350	RXRA	6256
ENSG00000048471	SNX29	92017
ENSG00000160256	FAM207A	85395
ENSG00000100354	TNRC6B	23112
ENSG00000106436	MYL10	93408
ENSG00000151498	ACAD8	27034
ENSG00000151287	TEX30	93081
ENSG00000169925	BRD3	8019
ENSG00000099381	SETD1A	9739
ENSG00000185033	SEMA4B	10509
ENSG00000106299	WASL	8976
ENSG00000076003	MCM6	4175
ENSG00000226171	DHX16	8449
ENSG00000104814	MAP4K1	11184
ENSG00000111912	NCOA7	135112
ENSG00000113638	TTC33	23548
ENSG00000149084	HSD17B12	51144
ENSG00000126814	TRMT5	57570
ENSG00000103066	PLA2G15	23659
ENSG00000144224	UBXN4	23190
ENSG00000114698	PLSCR4	57088
ENSG00000164609	SLU7	10569
ENSG00000112242	E2F3	1871
ENSG00000134077	THUMPD3	25917
ENSG00000115548	KDM3A	55818
ENSG00000231002	TRIM26	7726
ENSG00000177889	UBE2N	7334
ENSG00000182952	HMGN4	10473
ENSG00000146109	ABT1	29777
ENSG00000110713	NUP98	4928
ENSG00000095059	DHPS	1725
ENSG00000165502	RPL36AL	6166
ENSG00000173598	NUDT4	11163
ENSG00000173598	NUDT4	440672
ENSG00000105438	KDELR1	10945
ENSG00000168282	MGAT2	4247
ENSG00000177565	TBL1XR1	79718
ENSG00000121552	CSTA	1475
ENSG00000165506	DNAAF2	55172
ENSG00000126787	DLGAP5	9787
ENSG00000225697	SLC26A6	65010
ENSG00000160293	VAV2	7410
ENSG00000077152	UBE2T	29089
ENSG00000124145	SDC4	6385
ENSG00000133028	SCO1	6341
ENSG00000065154	OAT	4942
ENSG00000138386	NAB1	4664
ENSG00000100139	MICALL1	85377
ENSG00000226467	AGPAT1	10554
ENSG00000149091	DGKZ	8525
ENSG00000105447	GRWD1	83743
ENSG00000020426	MNAT1	4331
ENSG00000110801	PSMD9	5715
ENSG00000162616	DNAJB4	11080
ENSG00000139718	SETD1B	23067
ENSG00000185633	NDUFA4L2	56901
ENSG00000182199	SHMT2	6472
ENSG00000112406	HECA	51696
ENSG00000162614	NEXN	91624
ENSG00000106701	FSD1L	83856
ENSG00000135597	REPS1	85021
ENSG00000104979	C19orf53	28974
ENSG00000162441	LZIC	84328
ENSG00000213339	QTRT1	81890
ENSG00000178028	DMAP1	55929
ENSG00000237441	RGL2	5863
ENSG00000112237	CCNC	892
ENSG00000089159	PXN	5829
ENSG00000112855	HARS2	23438
ENSG00000112640	PPP2R5D	5528
ENSG00000254726	MEX3A	92312
ENSG00000159217	IGF2BP1	10642
ENSG00000160803	UBQLN4	56893
ENSG00000086506	HBQ1	3049
ENSG00000157881	PANK4	55229
ENSG00000074181	NOTCH3	4854
ENSG00000166164	BRD7	29117
ENSG00000100150	DEPDC5	9681
ENSG00000158864	NDUFS2	4720
ENSG00000122194	PLG	5340
ENSG00000025796	SEC63	11231
ENSG00000128951	DUT	1854
ENSG00000107957	SH3PXD2A	9644
ENSG00000087269	NOP14	8602
ENSG00000116580	GON4L	54856
ENSG00000065534	MYLK	4638
ENSG00000206527	HACD2	201562
ENSG00000133858	ZFC3H1	196441
ENSG00000107738	VSIR	64115
ENSG00000110330	BIRC2	329
ENSG00000160360	GPSM1	26086
ENSG00000136010	ALDH1L2	160428
ENSG00000147224	PRPS1	5631
ENSG00000119865	CNRIP1	25927
ENSG00000127831	VIL1	7429
ENSG00000137693	YAP1	10413
ENSG00000105726	ATP13A1	57130
ENSG00000198198	SZT2	23334
ENSG00000131508	UBE2D2	7322
ENSG00000182899	RPL35A	6165
ENSG00000136897	MRPL50	54534
ENSG00000091009	RBM27	54439
ENSG00000168393	DTYMK	1841
ENSG00000126749	EMG1	10436
ENSG00000117859	OSBPL9	114883
ENSG00000198246	SLC29A3	55315
ENSG00000172339	ALG14	199857
ENSG00000016391	CHDH	55349
ENSG00000171566	PLRG1	5356
ENSG00000163864	NMNAT3	349565
ENSG00000165816	VWA2	340706
ENSG00000111684	LPCAT3	10162
ENSG00000167615	LENG8	114823
ENSG00000226531	C6orf47	57827
ENSG00000167767	KRT80	144501
ENSG00000168246	UBTD2	92181
ENSG00000090447	TFAP4	7023
ENSG00000092208	GEMIN2	8487
ENSG00000065485	PDIA5	10954
ENSG00000213145	CRIP1	1396
ENSG00000172613	RAD9A	5883
ENSG00000172613	RAD9A	100130987
ENSG00000005156	LIG3	3980
ENSG00000011478	QPCTL	54814
ENSG00000164062	APEH	327
ENSG00000125743	SNRPD2	6633
ENSG00000139218	SCAF11	9169
ENSG00000075618	FSCN1	6624
ENSG00000224470	ATXN1L	342371
ENSG00000155850	SLC26A2	1836
ENSG00000173540	GMPPB	29925
ENSG00000139131	YARS2	51067
ENSG00000105141	CASP14	23581
ENSG00000006530	AGK	55750
ENSG00000126883	NUP214	8021
ENSG00000116663	FBXO6	26270
ENSG00000109572	CLCN3	1182
ENSG00000173531	MST1	4485
ENSG00000166598	HSP90B1	7184
ENSG00000135624	CCT7	10574
ENSG00000112977	DAP	1611
ENSG00000149636	DSN1	79980
ENSG00000168522	FNTA	2339
ENSG00000139083	ETV6	2120
ENSG00000162236	STX5	6811
ENSG00000104852	SNRNP70	6625
ENSG00000156261	CCT8	10694
ENSG00000105576	TNPO2	30000
ENSG00000184304	PRKD1	5587
ENSG00000053372	MRTO4	51154
ENSG00000182149	IST1	9798
ENSG00000074800	ENO1	2023
ENSG00000198783	ZNF830	91603
ENSG00000276826	RDH13	112724
ENSG00000273943	CNOT3	4849
ENSG00000116539	ASH1L	55870
ENSG00000180488	MIGA1	374986
ENSG00000106692	FKTN	2218
ENSG00000160752	FDPS	2224
ENSG00000204371	EHMT2	10919
ENSG00000088035	ALG6	29929
ENSG00000134910	STT3A	3703
ENSG00000139531	SUOX	6821
ENSG00000110917	MLEC	9761
ENSG00000108582	CPD	1362
ENSG00000142541	RPL13A	23521
ENSG00000257218	GATC	283459
ENSG00000117054	ACADM	34
ENSG00000204386	NEU1	4758
ENSG00000158793	NIT1	4817
ENSG00000108679	LGALS3BP	3959
ENSG00000116711	PLA2G4A	5321
ENSG00000196923	PDLIM7	9260
ENSG00000115484	CCT4	10575
ENSG00000135525	MAP7	9053
ENSG00000138642	HERC6	55008
ENSG00000196531	NACA	4666
ENSG00000140307	GTF2A2	2958
ENSG00000116701	NCF2	4688
ENSG00000137207	YIPF3	25844
ENSG00000110245	APOC3	345
ENSG00000164924	YWHAZ	7534
ENSG00000110958	PTGES3	10728
ENSG00000176022	B3GALT6	126792
ENSG00000143324	XPR1	9213
ENSG00000135916	ITM2C	81618
ENSG00000131495	NDUFA2	4695
ENSG00000117408	IPO13	9670
ENSG00000185650	ZFP36L1	677
ENSG00000119285	HEATR1	55127
ENSG00000100439	ABHD4	63874
ENSG00000174989	FBXW8	26259
ENSG00000156030	ELMSAN1	91748
ENSG00000107223	EDF1	8721
ENSG00000054267	ARID4B	51742
ENSG00000179115	FARSA	2193
ENSG00000158417	EIF5B	9669
ENSG00000186283	TOR3A	64222
ENSG00000075391	RASAL2	9462
ENSG00000130396	AFDN	4301
ENSG00000143674	MAP3K21	84451
ENSG00000123178	SPRYD7	57213
ENSG00000114316	USP4	7375
ENSG00000114316	USP4	107986084
ENSG00000155792	DEPTOR	64798
ENSG00000236178	VARS2	57176
ENSG00000141644	MBD1	4152
ENSG00000182667	NTM	50863
ENSG00000150054	MPP7	143098
ENSG00000014216	CAPN1	823
ENSG00000147459	DOCK5	80005
ENSG00000175806	MSRA	4482
ENSG00000102738	MRPS31	10240
ENSG00000137575	SDCBP	6386
ENSG00000068323	TFE3	7030
ENSG00000104695	PPP2CB	5516
ENSG00000134313	KIDINS220	57498
ENSG00000131730	CKMT2	1160
ENSG00000057935	MTA3	57504
ENSG00000160145	KALRN	8997
ENSG00000179010	MRFAP1	93621
ENSG00000145386	CCNA2	890
ENSG00000206395	DDAH2	23564
ENSG00000169718	DUS1L	64118
ENSG00000157227	MMP14	4323
ENSG00000277273	CDK7	1022
ENSG00000234370	GTF2H4	2968
ENSG00000167721	TSR1	55720
ENSG00000030582	GRN	2896
ENSG00000165792	METTL17	64745
ENSG00000113407	TARS	6897
ENSG00000204843	DCTN1	1639
ENSG00000103888	CEMIP	57214
ENSG00000235715	PSMB8	5696
ENSG00000167085	PHB	5245
ENSG00000100209	HSCB	150274
ENSG00000149657	LSM14B	149986
ENSG00000277518	MUC6	4588
ENSG00000068400	GRIPAP1	56850
ENSG00000206485	PPP1R18	170954
ENSG00000206485	PPP1R18	107987457
ENSG00000149182	ARFGAP2	84364
ENSG00000228128	DDAH2	23564
ENSG00000012171	SEMA3B	7869
ENSG00000107949	BCCIP	56647
ENSG00000128191	DGCR8	54487
ENSG00000130175	PRKCSH	5589
ENSG00000163754	GYG1	2992
ENSG00000099901	RANBP1	5902
ENSG00000106211	HSPB1	3315
ENSG00000154814	OXNAD1	92106
ENSG00000182087	TMEM259	91304
ENSG00000150995	ITPR1	3708
ENSG00000060237	WNK1	65125
ENSG00000168906	MAT2A	4144
ENSG00000102309	PIN4	5303
ENSG00000130826	DKC1	1736
ENSG00000167323	STIM1	6786
ENSG00000077514	POLD3	10714
ENSG00000155622	XAGE2	9502
ENSG00000179218	CALR	811
ENSG00000134072	CAMK1	8536
ENSG00000163558	PRKCI	5584
ENSG00000147099	HDAC8	55869
ENSG00000169967	MAP3K2	10746
ENSG00000167792	NDUFV1	4723
ENSG00000276836	ARHGAP27	201176
ENSG00000065268	WDR18	57418
ENSG00000004142	POLDIP2	26073
ENSG00000164111	ANXA5	308
ENSG00000274078	TSEN34	79042
ENSG00000274176	CNOT3	4849
ENSG00000118503	TNFAIP3	7128
ENSG00000100605	ITPK1	3705
ENSG00000179085	DPM3	54344
ENSG00000125703	ATG4C	84938
ENSG00000088986	DYNLL1	8655
ENSG00000143537	ADAM15	8751
ENSG00000196943	NOP9	161424
ENSG00000198056	PRIM1	5557
ENSG00000151422	FER	2241
ENSG00000135862	LAMC1	3915
ENSG00000136783	NIPSNAP3A	25934
ENSG00000143569	UBAP2L	9898
ENSG00000116191	RALGPS2	55103
ENSG00000116954	RRAGC	64121
ENSG00000090020	SLC9A1	6548
ENSG00000143543	JTB	10899
ENSG00000186815	TPCN1	53373
ENSG00000143437	ARNT	405
ENSG00000145113	MUC4	4585
ENSG00000135744	AGT	183
ENSG00000161800	RACGAP1	29127
ENSG00000167676	PLIN4	729359
ENSG00000120885	CLU	1191
ENSG00000117523	PRRC2C	23215
ENSG00000272047	GTF2H5	404672
ENSG00000135763	URB2	9816
ENSG00000136943	CTSV	1515
ENSG00000135776	ABCB10	23456
ENSG00000168778	TCTN2	79867
ENSG00000139192	TAPBPL	55080
ENSG00000143614	GATAD2B	57459
ENSG00000141376	BCAS3	54828
ENSG00000143632	ACTA1	58
ENSG00000132694	ARHGEF11	9826
ENSG00000156873	PHKG2	5261
ENSG00000121068	TBX2	6909
ENSG00000198837	DENND4B	9909
ENSG00000100519	PSMC6	5706
ENSG00000111361	EIF2B1	1967
ENSG00000196890	HIST3H2BB	128312
ENSG00000167645	YIF1B	90522
ENSG00000088926	F11	2160
ENSG00000143158	MPC2	25874
ENSG00000085872	CHERP	10523
ENSG00000163041	H3F3A	3020
ENSG00000189403	HMGB1	3146
ENSG00000143815	LBR	3930
ENSG00000136942	RPL35	11224
ENSG00000110841	PPFIBP1	8496
ENSG00000175216	CKAP5	9793
ENSG00000105835	NAMPT	10135
ENSG00000144791	LIMD1	8994
ENSG00000013503	POLR3B	55703
ENSG00000162923	WDR26	80232
ENSG00000105738	SIPA1L3	23094
ENSG00000052344	PRSS8	5652
ENSG00000121741	ZMYM2	7750
ENSG00000167208	SNX20	124460
ENSG00000068831	RASGRP2	10235
ENSG00000198931	APRT	353
ENSG00000166147	FBN1	2200
ENSG00000167578	RAB4B	53916
ENSG00000164114	MAP9	79884
ENSG00000128918	ALDH1A2	8854
ENSG00000143368	SF3B4	10262
ENSG00000075884	ARHGAP15	55843
ENSG00000182827	ACBD3	64746
